,index,pIC50,index,number,cid,name,smiles,rex,rUV,rorb,rIR,rfreq,IPv,C-S0,S0-C,EAv,A-S0,S0-A,STv,T1-S0,S0-T1,Esolv,mu,T_mu,Vmol,MW,B1,B2,B3,nuclear_repulsion_energy,E0,dE1,dE2,dE3,dE4,dE5,dE6,dE7,dE8,dE9,dE10,dE11,dE12,dE13,dE14,dE15,dE16,dE17,dE18,dE19,dE20,dE21,dE22,dE23,dE24,dE25,dE26,dE27,dE28,dE29,dE30,1/dE1,1/dE2,1/dE3,1/dE4,1/dE5,1/dE6,1/dE7,1/dE8,1/dE9,1/dE10,1/dE11,1/dE12,1/dE13,1/dE14,1/dE15,1/dE16,1/dE17,1/dE18,1/dE19,1/dE20,1/dE21,1/dE22,1/dE23,1/dE24,1/dE25,1/dE26,1/dE27,1/dE28,1/dE29,1/dE30
2426,2426,4.631804299,2426,kampo_2755,10471,Triacontanoic acid,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,0.007077528,0.004630847,79.92370105,18.3214435,50.4659134,9.93132683,0.97888497,0.17580346,-2.76022887,1.49076551,0.77293253,5.65289232,2.13336552,1.20972704,-0.19626831,1.5282,0.7212,443.554,452.808,23.61567971,10.51263106,10.42086481,3048.442192,-1329.238337,5.7245,8.8124,9.0993,9.4256,9.5679,9.5992,9.6049,9.6437,9.7261,9.7597,9.7719,9.7961,9.8511,9.8576,9.89,9.9198,9.935,10.0573,10.0618,10.1266,10.1848,10.2221,10.2595,10.3119,10.33,10.3497,10.3572,10.3705,10.383,10.4018,0.174687746,0.113476465,0.109898564,0.106094042,0.104516143,0.104175348,0.104113525,0.10369464,0.102816134,0.102462166,0.102334244,0.102081441,0.101511506,0.101444571,0.101112235,0.100808484,0.100654253,0.099430265,0.099385796,0.098749827,0.098185531,0.097827257,0.097470637,0.096975339,0.096805421,0.096621158,0.096551191,0.096427366,0.096311278,0.096137207
308,308,4.631564107,308,kampo_0346,10393,2-(4-Hydroxyphenyl)ethanol,C1=CC(=CC=C1CCO)O,6.767858258,1.723645985,85.00821603,35.43073136,60.31677394,8.343657473,0.367347928,0.498397546,-1.785370717,0.583773093,0.372601148,4.530949923,0.66139394,0.685416817,-0.265294161,2.8436,2.6417,107.997,138.166,10.06922192,6.548303343,5.186983015,507.679069,-461.1239257,5.3014,6.2381,7.1584,7.3053,7.3821,7.5966,7.8311,8.0417,8.1354,8.1619,8.2652,8.5564,8.7681,8.9456,8.962,9.143,9.228,9.2639,9.3615,9.3962,9.5263,9.5615,9.5991,9.8565,10.0676,10.1217,10.1809,10.3333,10.365,10.4377,0.188629419,0.160305221,0.139696021,0.136886918,0.135462809,0.131637838,0.127695981,0.124351816,0.122919586,0.122520492,0.120989208,0.116871582,0.114049794,0.1117868,0.111582236,0.109373291,0.108365843,0.107945898,0.106820488,0.106426002,0.10497255,0.104586101,0.104176433,0.101455892,0.099328539,0.098797633,0.098223143,0.096774506,0.096478534,0.095806547
1219,1219,4.631403183,1219,kampo_1419,467295,Epiafzelechin 3-O-gallate,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC=C(C=C3)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,21.74452027,10.27458371,90.85346885,42.43075229,80.75133263,7.82597094,0.3480295,0.24400947,-0.68789135,0.45956603,0.46935464,3.614371,0.43156972,0.45816793,-0.81253787,2.6724,2.1817,275.184,426.377,14.15271445,12.31255752,7.756437474,3018.126466,-1525.642369,4.9336,5.0767,5.2694,5.3094,5.3627,5.6688,5.7806,6.0567,6.1895,6.2506,6.308,6.3455,6.3625,6.5487,6.6577,6.7323,6.7768,6.7809,6.8503,6.9314,7.1821,7.1956,7.2753,7.3058,7.3298,7.346,7.3608,7.3741,7.3906,7.4027,0.202691746,0.196978352,0.189774927,0.188345199,0.186473232,0.176404177,0.172992423,0.165106411,0.161563939,0.159984641,0.158528852,0.157591994,0.157170923,0.152702063,0.150202022,0.148537647,0.147562271,0.147473049,0.145979008,0.144270999,0.139235043,0.138973817,0.137451377,0.136877549,0.136429371,0.136128505,0.135854798,0.135609769,0.135307012,0.135085847
32,32,4.63120912,32,kampo_0035,1201518,(-)-Borneol,CC1(C2CCC1(C(C2)O)C)C,4.61E-154,9.97E-41,78.05641945,11.38688725,47.67790528,9.375547709,2.025275274,0.897577202,-3.456058933,0.341179762,0.183634113,7.59972038,4.705864027,2.905248238,-0.118693375,1.4457,2.286,127.466,154.253,7.47790924,7.341553543,6.746449248,717.8241662,-466.9287441,7.8313,9.0369,9.1638,9.5027,9.5712,9.7676,9.9057,9.989,10.1085,10.1505,10.2166,10.366,10.3963,10.4674,10.5043,10.6666,10.6985,10.7315,10.7582,10.8379,10.8768,10.9015,10.9345,10.9972,11.0556,11.0869,11.139,11.1793,11.2108,11.2516,0.12769272,0.110657416,0.109125035,0.105233249,0.104480107,0.102379295,0.100951977,0.100110121,0.098926646,0.098517314,0.097879921,0.096469226,0.096188067,0.095534708,0.095199109,0.093750586,0.093471047,0.093183618,0.092952353,0.092268797,0.091938806,0.091730496,0.091453656,0.090932237,0.090451898,0.090196538,0.089774666,0.089451039,0.0891997,0.088876249
1126,1126,4.631080161,1126,kampo_1317,67524,Cyclotetradecane,C1CCCCCCCCCCCCC1,0,1.23E-128,78.1913575,2.959419748,44.49073692,10.08912508,0.776342673,0.542010711,-3.753552034,0.114319751,0.687723276,9.943184707,4.556014519,5.389964458,-0.011454089,0.1078,0.0651,183.874,196.378,10.78556686,8.863753772,5.41704938,995.0305178,-550.1119707,9.7822,9.8055,9.9766,10.0313,10.0715,10.1664,10.2231,10.2256,10.2663,10.3401,10.4374,10.4551,10.4889,10.505,10.5347,10.546,10.6262,10.6631,10.6953,10.7506,10.7585,10.8129,10.828,10.8571,10.8872,10.9293,10.9472,10.9852,10.992,11.0497,0.102226493,0.101983581,0.100234549,0.099687977,0.099290076,0.098363236,0.097817687,0.097793772,0.097406076,0.096710864,0.095809301,0.0956471,0.095338882,0.095192765,0.094924393,0.094822682,0.094107019,0.093781358,0.093499014,0.093018064,0.092949761,0.092482128,0.092353158,0.092105627,0.091850981,0.091497168,0.091347559,0.09103157,0.090975255,0.090500195
530,530,4.630725213,530,kampo_0601,5487011,"4H-Benzopyran-4-one, 2-(3,4-dihydroxy-2-(3-methyl-2-butenyl)phenyl)-3,6,7-trihydroxy-",CC(=CCOC1=C(C=CC(=C1)C2=C(C(=O)C3=CC(=C(C=C3O2)O)O)O)O)C,16.75586412,17.39494203,91.81857785,55.55102689,74.72510521,7.40576671,0.31481766,0.31002444,0.12846775,0.25878858,0.25269168,2.90682487,0.65152222,0.4826015,-0.57554557,7.3074,6.6458,247.507,370.357,19.00293456,9.020510443,5.432461903,2324.112256,-1299.011837,4.1044,4.3372,4.4317,4.9594,5.3657,5.5134,5.6291,5.774,5.8522,5.9802,6.117,6.185,6.4704,6.5855,6.6083,6.785,6.8524,6.909,6.915,6.938,6.9686,7.069,7.0965,7.204,7.2403,7.2748,7.3485,7.3746,7.3887,7.4261,0.243640971,0.230563497,0.225647043,0.201637295,0.186368973,0.181376283,0.177648292,0.173190163,0.17087591,0.167218488,0.163478829,0.161681487,0.154549951,0.151848759,0.151324849,0.147383935,0.145934271,0.144738747,0.14461316,0.144133756,0.143500847,0.141462725,0.140914535,0.138811771,0.138115824,0.137460824,0.136082194,0.135600575,0.135341806,0.134660185
1097,1097,4.630394015,1097,kampo_1279,12304105,Costol,CC12CCCC(=C)C1CC(CC2)C(=C)CO,1.57E-82,3.20E-22,84.06240973,9.445238828,57.9357796,8.698373539,0.52183468,0.366024467,-2.487186679,0.92651659,0.66154409,6.619699589,2.89414049,3.708879408,-0.156569781,1.5115,1.0688,201.696,220.356,10.91661721,7.411579846,7.274742433,1191.697024,-660.9680576,7.1861,7.5249,7.6096,7.6397,7.972,8.174,8.192,8.2537,8.6888,8.7644,8.8247,8.8763,8.9738,9.0409,9.1062,9.2278,9.2864,9.3552,9.3776,9.4586,9.5204,9.5687,9.5971,9.6541,9.7965,9.8341,9.8659,9.9422,9.9906,10.0408,0.13915754,0.132892131,0.131412952,0.130895192,0.125439037,0.122339124,0.122070313,0.121157784,0.115090691,0.114097942,0.1133183,0.112659554,0.111435512,0.110608457,0.109815291,0.108368192,0.107684356,0.106892423,0.106637093,0.105723891,0.105037603,0.104507404,0.104198143,0.103582934,0.102077272,0.101686987,0.101359227,0.10058136,0.100094088,0.099593658
1542,1542,4.630394015,1542,kampo_1772,14076604,Isocyperol,CC(=C)C1CCC2(CCC(C(=C)C2C1)O)C,1.36E-65,5.43E-19,85.57335556,12.60372734,57.97144354,8.819123984,0.589730315,0.367120907,-2.491666671,1.00310331,0.851757034,4.598690265,4.147066686,1.671245089,-0.137851252,1.1786,1.018,186.741,220.356,11.2589918,7.570241777,6.460036416,1202.134161,-660.9595284,6.9944,7.5591,7.6992,7.9412,7.9664,8.1101,8.233,8.5305,8.5998,8.6327,8.7427,8.7669,8.8315,8.9346,9.0084,9.2392,9.3052,9.3339,9.3528,9.3915,9.4275,9.4822,9.5396,9.7014,9.7068,9.75,9.788,9.8486,9.9033,9.9394,0.14297152,0.132290881,0.129883624,0.125925553,0.125527214,0.123303042,0.121462407,0.117226423,0.116281774,0.115838614,0.114381141,0.114065405,0.113231048,0.111924429,0.111007504,0.108234479,0.107466793,0.107136352,0.106919853,0.106479263,0.10607266,0.105460758,0.104826198,0.103077906,0.103020563,0.102564103,0.102165917,0.101537274,0.100976442,0.100609695
1963,1963,4.630394015,1963,kampo_2229,11877394,Neointermedeol,CC(=C)C1CCC2(CCCC(C2C1)(C)O)C,4.88E-131,1.00E-32,84.16407152,9.218969095,54.79889182,8.64484893,0.520944608,0.359583977,-3.089956343,1.01916229,0.578678677,4.576992676,4.111214071,1.651907483,-0.134146774,1.9077,1.6312,199.967,222.372,10.91438807,7.986037025,6.422482839,1254.014536,-662.1797215,7.6442,7.9225,8.016,8.4368,8.5173,8.7746,8.9141,8.9859,9.0486,9.1419,9.3507,9.4081,9.4701,9.5721,9.6175,9.6865,9.7493,9.8307,9.9349,9.9658,9.9723,10.0323,10.0531,10.074,10.143,10.1821,10.2007,10.271,10.285,10.3178,0.130818137,0.126222783,0.124750499,0.118528352,0.117408099,0.113965309,0.112181824,0.111285458,0.110514334,0.109386451,0.106943865,0.106291387,0.105595506,0.104470283,0.103977125,0.103236463,0.102571467,0.101722156,0.100655266,0.100343174,0.100277769,0.09967804,0.099471805,0.099265436,0.098590161,0.098211567,0.098032488,0.097361503,0.097228974,0.096919886
2588,2588,4.630394015,2588,kampo_2934,91457,beta-Eudesmol,CC12CCCC(=C)C1CC(CC2)C(C)(C)O,3.10E-114,1.58E-28,84.30061493,10.97516825,54.38357096,8.712670606,0.534422897,0.353474155,-2.738110983,0.954517226,0.53795064,4.594979827,2.875982345,1.703561689,-0.140088486,1.1469,1.4334,186.811,222.372,11.58794361,7.567157186,6.69327791,1236.994293,-662.195832,7.4969,7.6854,8.1203,8.1452,8.7777,8.8633,8.9157,9.175,9.2376,9.3025,9.44,9.5183,9.566,9.6046,9.6826,9.7401,9.7925,9.8704,9.9154,9.9271,9.9579,10.0182,10.0352,10.067,10.1669,10.1865,10.2179,10.2226,10.3157,10.3598,0.133388467,0.130116845,0.12314816,0.122771694,0.11392506,0.112824794,0.112161692,0.108991826,0.108253226,0.107497984,0.105932203,0.105060778,0.104536902,0.104116777,0.103278045,0.10266835,0.102118969,0.101313017,0.100853218,0.100734353,0.10042278,0.099818331,0.099649235,0.099334459,0.098358398,0.098169145,0.097867468,0.097822472,0.096939616,0.09652696
375,375,4.630272177,375,kampo_0430,6427788,"2H-Pyran-3-ol, 6-ethenyltetrahydro-2,2,6-trimethyl-, (3R,6S)-",CC1(C(CCC(O1)(C)C=C)O)C,2.20E-92,8.16E-24,81.04648296,19.13095432,53.57694615,8.82658807,0.657633053,0.334003378,-2.898905844,1.027237154,0.688590572,4.591059212,2.814776806,1.753366635,-0.170148151,2.1696,2.0734,142.282,170.252,9.519860979,8.265921045,5.648424018,811.1807365,-542.090866,7.2886,7.7339,7.9714,8.1138,8.4749,8.8092,9.0528,9.1542,9.3026,9.3567,9.4004,9.5061,9.6803,9.7941,9.893,9.947,10.03,10.0934,10.1384,10.2568,10.3364,10.4175,10.4412,10.4735,10.5204,10.5599,10.5763,10.6907,10.7515,10.7747,0.13720056,0.12930087,0.125448478,0.123246814,0.117995493,0.113517686,0.110463061,0.109239475,0.107496829,0.106875287,0.106378452,0.105195611,0.103302584,0.102102286,0.101081573,0.100532824,0.099700897,0.099074643,0.098634893,0.097496295,0.096745482,0.095992321,0.095774432,0.095479066,0.09505342,0.094697866,0.094551024,0.093539244,0.093010278,0.092810009
2594,2594,4.629891954,2594,kampo_2942,101731,beta-Patchoulene,CC1CCC2=C1CC3CCC2(C3(C)C)C,1.69E-41,2.65E-10,81.32112219,3.496102311,47.08438385,7.82981099,0.344494606,0.304298953,-2.746775809,0.85907546,0.599805324,4.351264125,1.599031176,1.097678869,-0.020549937,0.0309,0.3912,177.457,204.357,10.55444389,7.476847815,7.28922906,1120.829165,-585.8065565,6.6722,7.6951,7.8365,7.9083,8.4862,8.5421,8.5703,8.7767,8.9392,8.959,9.215,9.251,9.3353,9.3668,9.5286,9.597,9.6474,9.6753,9.7206,9.8213,9.8973,9.9992,10.0745,10.0971,10.1264,10.2442,10.2747,10.2859,10.3585,10.4091,0.149875603,0.129952827,0.127607988,0.126449427,0.117838373,0.117067232,0.11668203,0.11393804,0.111866834,0.1116196,0.108518719,0.108096422,0.107120285,0.106760046,0.104947212,0.104199229,0.103654871,0.103355968,0.102874308,0.101819515,0.101037657,0.100008001,0.099260509,0.099038338,0.098751778,0.097616212,0.097326443,0.097220467,0.096539074,0.096069785
2286,2286,4.629084087,2286,kampo_2606,197678,Shinflavanone,CC(=CCC1=C(C=CC(=C1)C2CC(=O)C3=C(O2)C4=C(C=C3)OC(C=C4)(C)C)O)C,16.14516162,22.35764906,91.52772489,31.85587808,72.09061033,7.78067252,0.33316713,0.35576423,-0.37142525,0.25504761,0.24674608,3.48502025,1.96163309,0.76886258,-0.3500472,5.2295,5.1265,292.634,390.479,17.5834533,10.50410968,7.192833452,2619.643277,-1268.710132,3.8502,4.5321,4.5505,5.2448,5.2934,5.6463,5.7099,6.0272,6.2751,6.533,6.5512,6.5694,6.6154,6.6249,6.718,6.8549,6.877,6.9014,6.966,7.0539,7.101,7.109,7.133,7.1897,7.2045,7.2727,7.3557,7.4932,7.5913,7.6074,0.259726767,0.220648265,0.219756071,0.19066504,0.188914497,0.177107132,0.175134416,0.165914521,0.15936001,0.153069034,0.15264379,0.152220903,0.151162439,0.150945675,0.148853826,0.145881049,0.145412244,0.144898137,0.143554407,0.141765548,0.140825236,0.14066676,0.140193467,0.139087862,0.138802138,0.137500516,0.135948992,0.133454332,0.131729743,0.131450956
1209,1209,4.628935097,1209,kampo_1408,92138,Elemol,CC(=C)C1CC(CCC1(C)C=C)C(C)(C)O,2.02E-86,5.80E-22,83.75199328,11.83576242,52.77115343,8.576344857,0.513809693,0.348046812,-2.591688892,0.917675791,0.514882324,4.559319295,2.837471406,1.698022046,-0.158525054,1.1829,1.1196,194.379,222.372,10.5508217,7.917600489,6.745325301,1233.962942,-662.1559405,7.227,7.3527,7.7045,7.7371,7.8283,8.1323,8.2423,8.3748,8.5893,8.6227,8.6945,8.6956,9.0457,9.0757,9.1276,9.1775,9.2059,9.3261,9.3694,9.4073,9.4744,9.5116,9.5314,9.5967,9.6914,9.7673,9.8205,9.8616,9.8805,9.9063,0.138370001,0.136004461,0.129794276,0.129247392,0.127741655,0.122966442,0.121325358,0.119405837,0.116423923,0.115972955,0.11501524,0.11500069,0.110549764,0.110184338,0.109557825,0.108962136,0.10862599,0.107225957,0.10673042,0.106300426,0.105547581,0.105134783,0.104916382,0.104202486,0.103184266,0.102382439,0.101827809,0.101403423,0.101209453,0.100945863
1018,1018,4.628738529,1018,kampo_1174,1742210,Caryophyllene oxide,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C,2.71E-53,1.73E-13,84.22148146,8.213104593,47.58398155,8.446671217,0.459590361,0.361891905,-2.409321423,0.673122479,0.435731212,4.246629476,2.711583986,1.519017176,-0.091937696,1.666,1.7264,187.63,220.356,10.83829597,8.770745468,6.119359429,1217.047073,-660.9271373,6.8393,7.2495,7.9232,8.0722,8.1815,8.3233,8.4094,8.5729,8.7231,8.8247,8.9818,9.1526,9.2038,9.2862,9.3621,9.3715,9.4393,9.4714,9.5655,9.6795,9.7102,9.7478,9.77,9.8619,9.8827,9.9138,9.9989,10.0784,10.1048,10.1278,0.146213794,0.137940548,0.126211632,0.123881965,0.122226975,0.120144654,0.118914548,0.116646642,0.114638145,0.1133183,0.111336258,0.109258571,0.108650775,0.107686675,0.106813642,0.106706504,0.105940059,0.105581012,0.104542366,0.103311121,0.102984491,0.10258725,0.102354145,0.101400339,0.101186923,0.100869495,0.100011001,0.099222099,0.098962869,0.098738127
1525,1525,4.628680936,1525,kampo_1755,5322079,Isoanhydroicaritin,CC(=CCC1=C(C=C(C2=C1OC(=C(C2=O)O)C3=CC=C(C=C3)O)O)OC)C,19.01137983,29.97891268,91.31833397,41.47719066,74.41153776,7.14675282,0.30379666,0.28187385,-0.08947548,0.24873765,0.24598254,2.92542304,0.85158321,0.52663217,-0.54817647,3.9664,3.2775,262.729,368.385,14.3596158,11.54755415,6.150419634,2437.091868,-1263.113644,4.037,4.2543,4.7419,4.9709,5.0355,5.4357,5.5957,5.7309,5.822,6.037,6.1448,6.3839,6.4517,6.5666,6.6096,6.7705,6.8093,6.9084,6.9348,7.075,7.1003,7.1956,7.2279,7.2464,7.2628,7.2774,7.2866,7.4244,7.4702,7.5347,0.247708695,0.235056296,0.210885932,0.201170814,0.198590011,0.183968946,0.178708651,0.174492663,0.171762281,0.165645188,0.162739227,0.156644058,0.154997908,0.15228581,0.151295086,0.147699579,0.146857974,0.144751317,0.144200265,0.141342756,0.140839119,0.138973817,0.138352772,0.137999558,0.137687944,0.137411713,0.137238218,0.134691019,0.133865224,0.132719285
257,257,4.627585418,257,kampo_0291,85041613,"17-(2,3-Dihydroxy-5,6-dimethylheptan-2-yl)-2,3,14-trihydroxy-10,13-dimethyl-2,3,4,5,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-6-one",CC(C)C(C)CC(C(C)(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O)O,1.019808757,0.974986564,86.75264378,20.70316173,59.03283789,8.67407468,0.3133382,0.26366533,-0.33276712,0.60612611,0.53252307,3.37284127,0.5409544,0.38233604,-0.47792311,5.2592,5.4107,356.585,478.67,17.53126135,8.944578189,7.910491211,4030.541614,-1545.40055,3.5609,5.8029,6.0039,6.3879,6.794,6.924,7.0933,7.3091,7.5159,7.5881,7.6915,7.7122,7.8729,8.0823,8.1312,8.1844,8.2434,8.2636,8.2901,8.3199,8.4087,8.4302,8.4961,8.5478,8.5698,8.6542,8.6993,8.7666,8.7697,8.7892,0.280827881,0.172327629,0.166558404,0.15654597,0.147188696,0.144425188,0.140978106,0.13681575,0.133051265,0.131785295,0.130013651,0.129664687,0.127017998,0.123727157,0.122983078,0.122183666,0.121309169,0.121012634,0.120625807,0.120193752,0.118924447,0.118621148,0.117701063,0.116989167,0.116688838,0.115550831,0.114951778,0.114069309,0.114028986,0.113775998
1299,1299,4.626906744,1299,kampo_1514,480802,Gancaonin Q,CC(=CCC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)CC=C(C)C)O)O)C,24.37797852,30.56054713,91.10714661,32.50933563,72.53100799,7.65453212,0.26151376,0.23570358,-0.30419857,0.31680869,0.35171795,3.53863789,0.85720772,0.65342971,-0.61790276,5.9284,5.3056,311.036,406.478,20.4884855,9.010563808,7.063508006,2688.039203,-1343.887956,3.7639,4.6685,4.9012,5.0791,5.2449,5.4115,5.7948,5.8641,5.9269,6.0459,6.1245,6.3156,6.3316,6.4752,6.5283,6.5411,6.6157,6.7239,6.796,6.8352,6.9737,7.0004,7.0582,7.1868,7.2115,7.2586,7.313,7.3734,7.3822,7.4412,0.265681873,0.214201564,0.204031666,0.196885275,0.190661404,0.184791647,0.17256851,0.170529152,0.168722266,0.165401346,0.163278635,0.158338083,0.157937962,0.154435384,0.153179235,0.152879485,0.151155584,0.148723211,0.14714538,0.146301498,0.143395902,0.14284898,0.141679182,0.139143986,0.138667406,0.137767614,0.136742787,0.135622644,0.135460974,0.134386927
1345,1345,4.626859676,1345,kampo_1562,14605556,Gibberellin A68,CC12C(C=CC3(C1C(C45C3CCC(C4)C(=C)C5O)C(=O)O)OC2=O)O,8.400220914,0.222144527,88.71868472,25.13278724,67.86886651,9.37865836,0.69665547,0.55563991,-1.21999239,2.25713449,2.47251363,4.22042963,3.18126522,1.463662,-0.53999304,5.3851,3.8795,226.767,346.379,11.31894138,8.976818591,7.675545611,2540.083052,-1188.150247,5.3149,5.4433,6.5156,6.6317,6.7009,6.937,7.1454,7.3078,7.5072,7.566,7.65,7.7174,7.7776,7.9181,7.9436,7.9954,8.0874,8.1346,8.195,8.2449,8.2923,8.3138,8.3519,8.3941,8.4244,8.4827,8.507,8.5443,8.5936,8.6342,0.188150294,0.183712086,0.153477807,0.150790898,0.149233685,0.144154534,0.139950178,0.136840089,0.133205456,0.132170235,0.130718954,0.129577319,0.128574367,0.126292924,0.125887507,0.125071916,0.123649133,0.122931675,0.122025625,0.121287099,0.120593804,0.120281941,0.119733234,0.119131295,0.118702816,0.117886994,0.117550253,0.117037089,0.116365667,0.115818489
2204,2204,4.626167973,2204,kampo_2518,21603505,Rotundine B,CC1=NC=CC2=C1CC(C2(C)C)CCC(C)O,4.950373135,0.466961977,85.57529639,17.79706527,56.03197317,8.687966991,0.21747725,0.205775024,-1.595052003,0.274439615,0.318599775,4.914479144,1.613265686,0.974726047,-0.268879673,3.6436,2.3532,199.746,233.355,11.77661258,8.900805172,6.428228238,1258.791552,-715.1417046,5.1222,5.5519,5.6252,6.3996,7.146,7.2011,7.6615,7.877,7.9792,8.175,8.334,8.437,8.5858,8.5923,8.7147,8.761,8.8915,8.9965,9.0674,9.0902,9.1421,9.2083,9.3598,9.3853,9.4332,9.5856,9.5993,9.7021,9.7297,9.7499,0.195228613,0.180118518,0.177771457,0.156259766,0.139938427,0.138867673,0.130522744,0.126951885,0.125325847,0.122324159,0.119990401,0.118525542,0.116471383,0.116383273,0.114748643,0.114142221,0.112466963,0.111154338,0.110285198,0.110008581,0.109384058,0.108597678,0.10683989,0.106549604,0.106008565,0.104323151,0.104174263,0.103070469,0.102778092,0.102565155
1660,1660,4.625874139,1660,kampo_1898,6710676,Kobusone,CC1(CC2C1CCC3(C(O3)CCC2=O)C)C,1.162685748,0.015257656,84.79739193,12.92047177,50.00496569,8.79210874,0.521437127,0.412675359,-1.856486094,0.570783432,0.797763363,3.98645286,0.956176335,0.504088591,-0.24972351,3.7394,2.8677,185.83,222.328,11.04424337,7.448534288,6.545742591,1219.299291,-696.8441706,4.0931,7.2957,7.4459,7.5399,7.7245,8.0514,8.2043,8.3824,8.5246,8.8755,9.013,9.1174,9.1991,9.214,9.2866,9.3166,9.4456,9.5177,9.5676,9.6297,9.6666,9.699,9.854,9.8844,9.9359,9.9999,10.0121,10.0378,10.0793,10.0987,0.244313601,0.137067039,0.134302099,0.132627754,0.129458217,0.124202002,0.121887303,0.119297576,0.117307557,0.112669709,0.110950849,0.109680391,0.108706286,0.108530497,0.107682036,0.107335294,0.1058694,0.105067401,0.10451942,0.103845395,0.103448989,0.103103413,0.101481632,0.10116952,0.100645135,0.100001,0.099879146,0.099623423,0.099213239,0.099022646
2429,2429,4.625466528,2429,kampo_2760,12534,Tricosane,CCCCCCCCCCCCCCCCCCCCCCC,0,5.42E-119,78.35671657,3.158951755,46.23164784,10.04263337,0.87607809,0.392654866,-3.422207796,0.16457308,0.144994194,9.6998277,6.142133668,5.112376992,-0.020785122,0.1105,0.3358,335.335,324.637,20.90135134,8.454393033,7.784864572,1904.38734,-904.961727,9.5998,9.6704,9.7735,9.8701,9.8855,9.957,10.0116,10.0569,10.1622,10.1888,10.2193,10.3119,10.3322,10.3965,10.4271,10.4367,10.4765,10.5382,10.5472,10.554,10.561,10.5791,10.6265,10.6346,10.6556,10.6797,10.7098,10.7302,10.7399,10.7527,0.104168837,0.103408339,0.102317491,0.101316096,0.101158262,0.100431857,0.099884134,0.099434219,0.098403889,0.098146985,0.09785406,0.096975339,0.096784809,0.096186217,0.095903943,0.095815727,0.095451725,0.094892866,0.094811893,0.094750805,0.094688003,0.094525999,0.094104362,0.094032686,0.093847367,0.093635589,0.093372425,0.093194908,0.093110737,0.092999898
2518,2518,4.625174376,2518,kampo_2855,92776,Zingiberene,CC1=CCC(C=C1)C(C)CCC=C(C)C,3.032397223,4.507203843,83.84991226,7.824454787,53.05400637,7.774219135,0.277009667,0.259280285,-1.638112703,0.36750216,0.332316051,3.394271595,1.093189843,1.026731057,-0.080585376,0.4137,0.6522,187.653,204.357,13.75808902,7.782528862,6.623431194,980.7031513,-585.7484371,5.0548,6.8037,6.9992,7.1254,7.2287,7.2781,7.4804,8.0232,8.0412,8.0618,8.2546,8.368,8.4806,8.5904,8.6388,8.6632,8.7672,8.8374,8.9789,9.014,9.1586,9.2169,9.291,9.3341,9.4545,9.4886,9.5057,9.5381,9.6004,9.7442,0.197831764,0.14697885,0.142873471,0.140342998,0.13833746,0.137398497,0.133682691,0.124638548,0.124359548,0.124041777,0.121144574,0.119502868,0.117916185,0.116409015,0.115756818,0.115430788,0.114061502,0.113155453,0.111372217,0.11093854,0.109186994,0.108496349,0.107631041,0.107134057,0.105769739,0.105389625,0.105200038,0.104842684,0.104162327,0.102625151
403,403,4.624607641,403,kampo_0465,16069996,"3,6-Anhydro-D-galactose",C1C(C(C(O1)C(C=O)O)O)O,1.830230649,0.0276627,82.69617084,21.90703655,51.92185689,9.504458244,1.309179577,0.787388761,-1.381852104,1.126466175,1.160026317,4.108762713,1.232600177,0.689160098,-0.374193209,0.5242,2.0827,106.148,162.141,8.228978525,6.962931313,5.780427333,691.0934985,-610.4956754,4.2121,6.3718,7.0129,7.3397,7.8982,7.9574,8.3161,8.4314,8.4785,8.9355,9.0691,9.1634,9.2065,9.2181,9.404,9.5005,9.5661,9.7379,9.7596,9.9297,9.9703,10.0072,10.137,10.1839,10.2663,10.3067,10.3798,10.4189,10.4937,10.5002,0.237411268,0.156941524,0.142594362,0.136245351,0.126611127,0.125669188,0.120248674,0.118604265,0.117945391,0.111913155,0.110264525,0.109129799,0.108618911,0.108482225,0.106337729,0.105257618,0.104535809,0.102691545,0.102463216,0.100707977,0.100297885,0.099928052,0.098648515,0.098194209,0.097406076,0.097024266,0.09634097,0.095979422,0.095295272,0.095236281
